rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,hz_inner,hz_outer,is_in_habitable_zone,habitability_score
26848,Kepler-442 b,Kepler-442,b,,,TIC 120499135,Gaia DR2 2100258047339711488,1,1,1,0,0,Transit,2015,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,2015-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,112.3053,0.0024,-0.0028,0.0,0.409,0.209,-0.06,0.0,1.34,0.11,-0.18,0.0,0.12,0.01,-0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.08,-0.04,-1.0,0.66,0.23,-0.41,0.0,,,,,89.94,0.06,-0.12,0.0,2455849.5578,0.0067,-0.0056,0.0,BJD-UTC,0,0.22,0.29,-0.22,0.0,,,,,5.62,0.4,-0.52,0.0,146.0,80.0,-22.0,0.0,0.0211,0.0019,-0.0016,0.0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,,4402.0,100.0,-100.0,0.0,0.598,0.023,-0.024,0.0,0.609,0.03,-0.026,0.0,-0.37,0.1,-0.1,0.0,[Fe/H],-0.932,0.081,-0.064,0.0,4.673,0.018,-0.021,0.0,2.9,8.1,-0.2,0.0,4.01,0.37,-0.3,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m27.98s,285.3666029,+39d16m48.25s,39.2800704,14.98425,69.75019,61.37386,295.3461,8.0179552,0.0369239,-0.0369239,7.78538,0.0368367,-0.0368367,1.91715,0.0383325,-0.0383325,365.965,2.763,-2.724,2.70374,0.0203315,-0.0203315,16.753,0.064,-0.064,15.322,0.057,-0.057,13.233,0.022,-0.022,12.581,0.019,-0.019,12.488,0.022,-0.022,18.1445,0.0138086,-0.0138086,15.8733,0.0033789,-0.0033789,14.8844,0.0035935,-0.0035935,14.509,0.0042601,-0.0042601,14.287,0.0044778,-0.0044778,12.459,0.024,-0.024,12.483,0.022,-0.022,12.396,0.351,-0.351,9.06,,,14.9304,0.000287,-0.000287,,,,14.2328,0.01,-0.01,14.976,,,2015-01-06,2015-02,2015-01-06,1,0,0,0,0,0,0,0.326064604727885,0.4697448908254132,True,1.75
20017,Kepler-22 b,Kepler-22,b,,,TIC 158984573,Gaia DR2 2127941757262806656,0,1,1,0,0,Transit,2011,<a refstr=BORUCKI_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745..120B/abstract target=ref>Borucki et al. 2012</a>,2012-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=BORUCKI_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745..120B/abstract target=ref>Borucki et al. 2012</a>,289.8623,0.0016,-0.002,0.0,0.849,0.018,-0.017,0.0,2.38,0.13,-0.13,0.0,0.212,0.012,-0.012,0.0,36.0,,,1.0,0.113,,,1.0,,,,,,,,,,,,,,,,,36.0,,,1.0,0.113,,,1.0,Mass,14.7,,,1.0,0.0,,,0.0,,,,,262.0,,,0.0,89.764,0.025,-0.042,0.0,2454966.6983,0.0023,-0.0023,0.0,BJD,0,0.768,0.132,-0.078,0.0,,,,,7.415,0.067,-0.078,0.0,186.4,1.1,-1.6,0.0,0.0222,0.0012,-0.0011,0.0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=BORUCKI_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745..120B/abstract target=ref>Borucki et al. 2012</a>,G5 V,5518.0,44.0,-44.0,0.0,0.979,0.02,-0.02,0.0,0.97,0.06,-0.06,0.0,-0.29,0.06,-0.06,0.0,[Fe/H],-0.102,0.021,-0.023,0.0,4.44,0.06,-0.06,0.0,,,,,1.458,0.03,-0.03,0.0,0.6,1.0,-1.0,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m52.13s,289.2172051,+47d53m02.91s,47.8841427,15.79232,79.09152,68.82423,307.66339,77.618339,0.047682,-0.047682,-39.7173,0.0518873,-0.0518873,-66.6869,0.0460983,-0.0460983,194.642,0.927,-0.918,5.10883,0.024164,-0.024164,12.597,0.034,-0.034,11.751,0.057,-0.057,10.523,0.021,-0.021,10.211,0.017,-0.017,10.152,0.014,-0.014,,,,,,,,,,,,,,,,10.115,0.023,-0.023,10.145,0.02,-0.02,10.1,0.042,-0.042,9.081,,,11.6444,0.000239,-0.000239,,,,11.1894,0.006,-0.006,11.664,,,2014-05-14,2012-02,2014-05-14,1,0,0,0,0,2,0,0.8478200001929146,1.221411670127725,True,1.5
12492,Kepler-1410 b,Kepler-1410,b,,,TIC 122450207,Gaia DR2 2052857547022629888,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,60.86628,0.00049,-0.00049,0.0,0.2543,0.0043,-0.0038,0.0,2.15,0.12,-0.17,0.0,0.19181015,0.01070568,-0.01516638,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.11,-0.15,0.0,290.0,21.0,-24.0,0.0,89.75,0.0043,-0.052,0.0,2455012.2847,0.0069,-0.0069,0.0,BJD,0,0.423,0.06,-0.194,0.0,0.0882,0.0058,-0.0058,0.0,4.53,0.17,-0.17,0.0,96.9,3.7,-1.5,0.0,0.0351,0.0013,-0.0019,0.0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,,3950.0,56.0,-56.0,0.0,0.566,0.021,-0.031,0.0,0.594,0.027,-0.029,0.0,0.04,0.12,-0.12,0.0,[Fe/H],-1.158,0.058,-0.073,0.0,4.704,0.029,-0.01,0.0,1.3,0.6,-0.1,0.0,3.25,0.43,-0.17,0.0,,,,,14.09,0.7,-0.7,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m02.47s,290.5102933,+38d44m36.60s,38.743501,11.12526,70.94994,59.8569,302.96631,,,,,,,,,,,,,,,,17.988,0.168,-0.168,16.319,0.115,-0.115,13.586,0.031,-0.031,12.906,0.021,-0.021,12.767,0.037,-0.037,19.8834,0.0431468,-0.0431468,17.1427,0.0043052,-0.0043052,15.7577,0.0036156,-0.0036156,15.128,0.0035088,-0.0035088,14.8076,0.0047389,-0.0047389,12.656,0.028,-0.028,12.686,0.031,-0.031,12.463,0.384,-0.384,8.351,,,15.9484,0.010915,-0.010915,,,,15.095,0.0125,-0.0125,15.757,,,2017-11-16,2017-12,2017-11-17,1,0,0,0,0,0,0,0.2513643349238487,0.362127965912603,True,1.25
14209,Kepler-1544 b,Kepler-1544,b,,,TIC 28090925,Gaia DR2 2086784185178032384,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,168.8116,0.002,-0.002,0.0,0.5421,0.0069,-0.0088,0.0,1.79,0.079,-0.119,0.0,0.1596931,0.00704791,-0.01061647,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.13,-0.1,0.0,269.0,25.0,-20.0,0.0,89.797,0.0069,-0.022,0.0,2455044.442,0.0075,-0.0075,0.0,BJD,0,0.584,0.051,-0.072,0.0,0.0601,0.0038,-0.0038,0.0,6.61,0.26,-0.26,0.0,163.2,4.2,-4.1,0.0,0.02291,0.00088,-0.00088,0.0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,,4820.0,100.0,-100.0,0.0,0.713,0.031,-0.025,0.0,0.743,0.034,-0.03,0.0,-0.08,0.1,-0.1,0.0,[Fe/H],-0.606,0.071,-0.067,0.0,4.608,0.017,-0.032,0.0,3.9,7.3,-0.8,0.0,2.06,0.17,-0.2,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m08.45s,297.2852168,+49d12m44.83s,49.2124526,11.56055,82.70924,67.75868,322.29145,31.1516944,0.0302269,-0.0302269,31.0316,0.0302251,-0.0302251,2.73274,0.0304619,-0.0304619,335.09,1.666,-1.65,2.9554,0.0146572,-0.0146572,15.491,0.023,-0.023,14.287,0.114,-0.114,12.48,0.022,-0.022,11.985,0.019,-0.019,11.903,0.018,-0.018,,,,,,,,,,,,,,,,11.833,0.022,-0.022,11.898,0.022,-0.022,11.944,0.176,-0.176,9.306,,,14.039,0.000333,-0.000333,,,,13.3944,0.0061,-0.0061,14.061,,,2017-11-16,2017-12,2017-11-17,1,0,0,0,0,0,0,0.4745736898075697,0.6836944669088321,True,1.25
36815,TRAPPIST-1 e,TRAPPIST-1,e,,,TIC 278892590,Gaia DR2 2635476908753563008,0,1,7,0,0,Transit,2017,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,2016-05,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,6.099615,1.1e-05,-1.1e-05,0.0,0.02817,0.00083,-0.00087,0.0,0.918,0.039,-0.039,0.0,0.08189847,0.00347935,-0.00347935,0.0,0.62,0.58,-0.58,0.0,0.00195073,0.00182487,-0.00182487,0.0,,,,,,,,,,,,,,,,,0.62,0.58,-0.58,0.0,0.00195073,0.00182487,-0.00182487,0.0,Mass,4.4,4.2,-4.2,0.0,0.085,,,1.0,0.662,0.051,-0.051,0.0,251.3,4.9,-4.9,0.0,89.86,0.1,-0.12,0.0,2457660.37859,0.00038,-0.00038,0.0,BJD-TDB,1,0.12,0.11,-0.09,0.0,0.519,0.026,-0.026,0.0,0.9535,0.012,-0.012,0.0,51.97,0.4,-0.77,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,,2559.0,50.0,-50.0,0.0,0.117,0.0036,-0.0036,0.0,0.0802,0.0073,-0.0073,0.0,0.04,0.08,-0.08,0.0,[Fe/H],-3.28067,0.0273,-0.02914,0.0,,,,,,,,,71.5,1.7,-3.1,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,-56.64891,69.71519,0.62982,345.73298,1026.5792712,8.0,-8.0,901.0,8.0,-8.0,-492.0,8.0,-8.0,,,,,,,,,,17.02,0.2,-0.2,11.354,0.022,-0.022,10.718,0.021,-0.021,10.296,0.023,-0.023,23.3056,0.803622,-0.803622,19.6235,0.0155229,-0.0155229,17.9963,0.007352,-0.007352,15.0923,0.004339,-0.004339,13.4342,0.0040633,-0.0040633,,,,,,,,,,,,,15.6451,0.001448,-0.001448,,,,13.8529,0.0112926,-0.0112926,12.917,,,2017-02-17,2017-02,2017-02-22,1,0,0,0,0,0,0,0.0218257239218933,0.0314432236808763,True,1.25
36816,TRAPPIST-1 e,TRAPPIST-1,e,,,TIC 278892590,Gaia DR2 2635476908753563008,1,1,7,0,0,Transit,2017,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,2016-05,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,6.101013,3.5e-05,-3.5e-05,0.0,0.02925,0.0025,-0.0025,0.0,0.92,0.013,-0.012,0.0,0.08207704,0.00115978,-0.00107057,0.0,0.692,0.022,-0.022,0.0,0.00217728,6.922e-05,-6.922e-05,0.0,,,,,,,,,,,,,,,,,0.692,0.022,-0.022,0.0,0.00217728,6.922e-05,-6.922e-05,0.0,Mass,4.901605,0.165408,-0.181949,0.0,,,,,0.646,0.025,-0.025,0.0,,,,,89.793,0.048,-0.048,0.0,,,,,,1,0.191,0.041,-0.041,0.0,0.5012,0.0078,-0.0078,0.0,0.9293,0.0043,-0.0043,0.0,52.855,0.239,-0.392,0.0,0.07079,0.00055,-0.00055,0.0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,,2566.0,26.0,-26.0,0.0,0.1192,0.0013,-0.0013,0.0,0.0898,0.0023,-0.0023,0.0,,,,,,-3.25727,0.01467,-0.01518,0.0,5.2396,0.0056,-0.0073,0.0,,,,,75.05,1.02,-1.66,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,-56.64891,69.71519,0.62982,345.73298,1026.5792712,8.0,-8.0,901.0,8.0,-8.0,-492.0,8.0,-8.0,,,,,,,,,,17.02,0.2,-0.2,11.354,0.022,-0.022,10.718,0.021,-0.021,10.296,0.023,-0.023,23.3056,0.803622,-0.803622,19.6235,0.0155229,-0.0155229,17.9963,0.007352,-0.007352,15.0923,0.004339,-0.004339,13.4342,0.0040633,-0.0040633,,,,,,,,,,,,,15.6451,0.001448,-0.001448,,,,13.8529,0.0112926,-0.0112926,12.917,,,2022-11-14,2021-02,2022-11-14,1,0,0,0,0,0,0,0.022421706193459,0.0323018253905716,True,1.25
15418,Kepler-1653 b,Kepler-1653,b,,,TIC 184561612,,1,1,1,0,0,Transit,2017,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,2017-12,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,140.2524,0.003,-0.003,0.0,0.4706,0.0098,-0.0041,0.0,2.17,0.16,-0.23,0.0,0.19359443,0.01427424,-0.02051923,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.18,-0.1,0.0,284.0,25.0,-21.0,0.0,89.788,0.0098,-0.053,0.0,2455008.134,0.017,-0.017,0.0,BJD,0,0.52,0.13,-0.17,0.0,0.0665,0.008,-0.008,0.0,6.6,0.52,-0.52,0.0,146.7,4.2,-3.2,0.0,0.0286,0.0019,-0.0027,0.0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,,4807.0,100.0,-100.0,0.0,0.693,0.03,-0.024,0.0,0.719,0.035,-0.029,0.0,-0.18,0.1,-0.1,0.0,[Fe/H],-0.636,0.071,-0.066,0.0,4.618,0.017,-0.031,0.0,7.7,3.6,-4.6,0.0,2.16,0.18,-0.2,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m49.85s,296.457702,+41d15m57.68s,41.266021,8.24842,75.35176,60.78646,313.32289,,,,,,,,,,,,,,,,16.983,0.069,-0.069,15.864,0.172,-0.172,13.88,0.03,-0.03,13.278,0.028,-0.028,13.211,0.029,-0.029,,,,,,,,,,,,,,,,13.141,0.025,-0.025,13.232,0.033,-0.033,12.968,,,9.398,,,,,,,,,14.672,0.02,-0.02,15.429,,,2017-11-14,2017-12,2017-11-16,0,0,0,0,0,0,0,0.4584623301840417,0.660483640717749,True,1.25
26857,Kepler-443 b,Kepler-443,b,,,TIC 299030246,Gaia DR2 2132699137916968576,1,1,1,0,0,Transit,2015,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,2015-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,177.6693,0.0031,-0.003,0.0,0.495,0.186,-0.075,0.0,2.33,0.19,-0.22,0.0,0.21,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.15,-0.11,-1.0,0.86,0.29,-0.37,0.0,,,,,89.94,0.06,-0.13,0.0,2455630.246,0.0076,-0.0077,0.0,BJD-UTC,0,0.26,0.32,-0.26,0.0,,,,,8.95,0.54,-0.59,0.0,151.0,39.0,-22.0,0.0,0.0304,0.0022,-0.0022,0.0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,,4723.0,100.0,-100.0,0.0,0.706,0.028,-0.024,0.0,0.738,0.033,-0.029,0.0,-0.01,0.1,-0.1,0.0,[Fe/H],-0.664,0.079,-0.058,0.0,4.614,0.016,-0.029,0.0,3.2,7.5,-0.4,0.0,2.96,0.24,-0.25,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h14m26.52s,288.6104839,+49d58m06.76s,49.9685458,16.96458,80.93539,70.90597,308.86236,23.8460915,0.0718611,-0.0718611,-12.5342,0.0769192,-0.0769192,-20.2862,0.0698336,-0.0698336,802.271,23.26,-22.007,1.21845,0.0348764,-0.0348764,18.085,0.069,-0.069,16.207,0.035,-0.035,14.365,0.036,-0.036,13.802,0.036,-0.036,13.815,0.045,-0.045,,,,,,,,,,,,,,,,13.669,0.024,-0.024,13.725,0.029,-0.029,12.909,0.386,-0.386,9.526,,,15.9005,0.000584,-0.000584,,,,15.2453,0.007,-0.007,15.891,,,2015-01-06,2015-02,2015-01-06,1,0,0,0,0,0,0,0.4439189222471409,0.6395316837298071,True,1.25
36690,TOI-700 d,TOI-700,d,,,TIC 150428135,Gaia DR2 5284517766615492736,0,1,4,0,0,Transit,2020,<a refstr=GILBERT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..116G/abstract target=ref>Gilbert et al. 2020</a>,2020-09,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GILBERT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..116G/abstract target=ref>Gilbert et al. 2020</a>,37.426,0.0007,-0.001,0.0,0.163,0.015,-0.015,0.0,1.19,0.11,-0.11,0.0,0.10616469,0.00981354,-0.00981354,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,0.054,-0.023,0.0,0.86,0.19,-0.15,0.0,,,,,89.73,0.15,-0.12,0.0,2458330.4737,0.0035,-0.004,0.0,BJD,0,0.4,0.15,-0.22,0.0,,,,,3.21,0.27,-0.26,0.0,84.0,4.7,-4.6,0.0,0.0262,0.0014,-0.0015,0.0,,,,,,,,,10.0,120.0,-130.0,0.0,,,,,,,,,,,,,<a refstr=GILBERT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..116G/abstract target=ref>Gilbert et al. 2020</a>,M2 V,3480.0,135.0,-135.0,0.0,0.42,0.031,-0.031,0.0,0.416,0.01,-0.01,0.0,-0.07,0.11,-0.11,0.0,[Fe/H],-1.63264,0.02003,-0.021,0.0,4.81,0.06,-0.06,0.0,1.5,,,-1.0,8.0,1.8,-1.8,0.0,,,,,54.0,0.8,-0.8,0.0,-4.4,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h28m22.97s,97.0957165,-65d34m43.01s,-65.5786149,-26.88106,275.46822,-86.96084,164.42173,191.6726911,0.0574856,-0.0574856,-102.75,0.0511051,-0.0511051,161.805,0.0598665,-0.0598665,31.1265,0.0206,-0.0206,32.098,0.0210999,-0.0210999,14.55,0.047,-0.047,13.151,0.069,-0.069,9.469,0.023,-0.023,8.893,0.027,-0.027,8.634,0.023,-0.023,,,,,,,,,,,,,,,,8.523,0.023,-0.023,8.392,0.02,-0.02,8.281,0.019,-0.019,8.234,0.115,-0.115,12.0665,0.000478,-0.000478,,,,10.9102,0.0074234,-0.0074234,,,,2020-07-17,2020-09,2020-07-23,1,0,0,0,0,0,0,0.1455404312426644,0.2096727856794639,True,1.25
