pl_name,score_mean,score_std,rank_median,rank_p05,rank_p95,top10_probability
Kepler-1334 b,0.39602,0.05837443575315308,1024.5,996.0,2527.0,0.0
Kepler-1348 b,0.40614,0.08035804396860911,1026.0,254.0,2952.0,0.0
Kepler-1491 b,0.47629999999999995,0.05335732384608536,1028.0,280.0,1076.0,0.0
Kepler-1368 b,0.4175,0.08243993380256162,1028.0,255.0,2950.0,0.0
Kepler-1448 b,0.4592,0.04649390676995709,1028.5,274.95,1061.05,0.0
Kepler-142 b,0.4281,0.053264097929623354,1032.0,276.95,2515.1,0.0
Kepler-1381 b,0.40428000000000003,0.05358941360475034,1033.0,1004.0,2520.0,0.0
Kepler-1374 b,0.40376,0.050124218443274464,1034.0,1004.0,2525.1499999999996,0.0
Kepler-1466 b,0.4427,0.07645522089172985,1035.5,277.95,2951.05,0.0
Kepler-142 d,0.40802,0.06917984751793839,1037.0,275.95,2530.05,0.0
Kepler-1476 b,0.45664,0.04814297344144382,1038.0,279.95,1072.05,0.0
Kepler-1454 b,0.4318,0.013308426971543767,1038.0,1014.0,1065.05,0.0
Kepler-149 c,0.46709999999999996,0.04908828086862759,1039.0,280.0,1076.1499999999999,0.0
Kepler-1463 b,0.43651999999999996,0.04201690660771876,1039.0,279.95,1075.05,0.0
Kepler-1464 b,0.43413999999999997,0.06983131981033223,1039.0,276.0,2958.0,0.0
Kepler-1404 b,0.41795,0.023291790721841465,1039.0,1007.0,1509.0,0.0
Kepler-1344 b,0.38574,0.09755966469987841,1039.5,254.0,2966.1,0.0
Kepler-1444 b,0.40494,0.06176914484197604,1040.0,1004.95,2529.0,0.0
Kepler-1488 c,0.46132,0.049501094095315355,1041.0,281.0,1074.0,0.0
Kepler-1479 b,0.44406,0.03905851424555392,1043.0,285.0,1073.0,0.0
Kepler-1471 c,0.43724,0.04039363429282843,1043.0,284.0,1077.1,0.0
Kepler-1457 b,0.40394,0.06270997913383425,1043.0,1013.95,2955.0,0.0
Kepler-1488 b,0.44389999999999996,0.05676472909243799,1045.0,282.0,2509.1,0.0
Kepler-1436 b,0.4306,0.09108365640953289,1047.0,270.95,2953.05,0.0
Kepler-1478 b,0.41984,0.08635095468348623,1047.0,280.0,2963.05,0.0
Kepler-1449 b,0.39888,0.09092678902239891,1047.0,278.0,2965.0,0.0
Kepler-1523 b,0.46349999999999997,0.05584790037191998,1048.0,287.95,1087.1,0.0
Kepler-1489 b,0.44114,0.032431527993852384,1048.0,287.0,1077.0,0.0
Kepler-1468 b,0.40412,0.08163304176014771,1049.5,281.0,2961.05,0.0
Kepler-1509 b,0.44026,0.04702504768971999,1052.0,291.0,1093.0,0.0
Kepler-1530 b,0.4552,0.04345960739525721,1053.0,291.0,1082.0,0.0
Kepler-148 b,0.42205000000000004,0.08491373967958744,1053.0,281.0,3209.05,0.0
Kepler-1484 b,0.40476999999999996,0.05718401983289118,1053.0,1025.95,2945.0,0.0
Kepler-1530 c,0.45459999999999995,0.043110986003899905,1054.0,292.0,1086.05,0.0
Kepler-1474 b,0.38224,0.088755492646652,1054.0,292.95,3062.0999999999544,0.0
Kepler-1522 b,0.44359999999999994,0.03883369815282142,1055.0,292.0,1086.05,0.0
Kepler-1504 b,0.422685,0.02876034753232931,1056.0,1031.95,1505.1999999999998,0.0
Kepler-1555 b,0.45339999999999997,0.06545998793186625,1057.0,299.95,2415.0999999999954,0.0
Kepler-1516 b,0.4143,0.08658813434888199,1060.5,288.0,2971.0,0.0
Kepler-1599 b,0.46053999999999995,0.05134570247181985,1062.0,316.0,1100.05,0.0
Kepler-1556 b,0.428,0.05283543476051524,1065.0,307.0,2541.0,0.0
Kepler-1585 b,0.44045,0.033296242724354316,1068.0,318.0,1098.0,0.0
Kepler-1610 b,0.45812499999999995,0.04569982300452908,1068.5,318.0,1101.0,0.0
Kepler-151 c,0.40104,0.08590330118399762,1068.5,290.0,2558.05,0.0
Kepler-1638 b,0.5066756004612951,0.12540664780089064,1070.0,3.0,1106.05,0.162
Kepler-1596 b,0.4356,0.02301519929954103,1070.0,333.85,1098.0,0.0
Kepler-154 b,0.39572,0.06523644063230873,1070.0,1031.9,2556.0,0.0
Kepler-162 b,0.43956,0.09018910438128429,1070.5,319.0,2965.05,0.0
Kepler-160 b,0.42947499999999994,0.004410303453630626,1072.0,1050.0,1102.05,0.0
Kepler-1606 b,0.44394230577625904,0.06338015204908613,1073.0,27.950000000000003,1104.05,0.018
Kepler-157 c,0.394,0.07236347798366093,1075.0,1034.0,2574.0,0.0
Kepler-1645 b,0.43235999999999997,0.07344671019505872,1078.0,327.0,2963.05,0.0
Kepler-1491 c,0.3729,0.071363685100352,1078.0,1024.9,2549.0,0.0
Kepler-166 d,0.435025,0.025790350120125097,1082.0,339.9,1117.05,0.0
Kepler-1615 b,0.40094,0.07825320138533698,1084.0,323.0,2956.05,0.0
Kepler-1610 c,0.413625,0.048242372744881745,1085.5,704.75,2548.05,0.0
Kepler-1743 b,0.4412,0.06650869727807973,1089.0,332.0,2968.0,0.0
Kepler-171 d,0.411815,0.08970165019158889,1090.0,334.0,2598.0,0.0
Kepler-180 b,0.44667499999999993,0.08279548332559113,1092.5,336.0,2942.2999999999997,0.0
Kepler-1745 b,0.42734,0.07602818536529642,1093.0,335.95,2596.05,0.0
Kepler-1492 b,0.44224,0.05064446785433229,1093.5,678.95,1515.0,0.0
Kepler-1679 b,0.404885,0.08252800141184839,1094.0,329.0,2581.0,0.0
Kepler-1865 b,0.460205,0.06984502222247843,1095.0,343.0,2605.05,0.0
Kepler-179 b,0.437555,0.07812436436615171,1095.5,337.0,2874.6499999999996,0.0
Kepler-172 d,0.404665,0.05898906419319411,1096.5,1062.95,2590.0,0.0
Kepler-1901 b,0.46997999999999995,0.06499729915770028,1098.0,349.0,2393.05,0.0
Kepler-172 b,0.38684500000000005,0.06712204714865931,1098.0,1062.95,2592.0,0.0
Kepler-1683 b,0.402185,0.09119880876656711,1099.0,328.95,2584.0,0.0
Kepler-1891 b,0.46768999999999994,0.06201678048822144,1100.0,345.0,2379.2,0.0
Kepler-1742 b,0.39542,0.07976432972571873,1101.0,341.0,2970.1499999999996,0.0
Kepler-191 b,0.45008,0.07819925733467921,1102.0,352.95,2661.54999999999,0.0
Kepler-1859 b,0.4396,0.08175088019602993,1106.0,341.0,2972.1,0.0
Kepler-1882 b,0.45497999999999994,0.07414576717236901,1107.0,344.0,2615.0,0.0
Kepler-1859 c,0.4493,0.059410177059798015,1107.0,343.0,1837.2999999999997,0.0
Kepler-1838 b,0.42869999999999997,0.06649928051202683,1107.0,344.0,2982.0,0.0
Kepler-1766 b,0.3836,0.07281238415663331,1107.0,1074.0,2984.05,0.0
Kepler-179 c,0.4123,0.08944109468716084,1110.0,338.0,3229.05,0.0
Kepler-1828 b,0.40908,0.08001724263080094,1113.5,343.0,2633.0,0.0
Kepler-1893 b,0.45158,0.06537163376420997,1114.0,349.0,2612.1499999999996,0.0
Kepler-181 c,0.40802,0.08989963007139648,1114.5,341.0,3220.05,0.0
Kepler-1932 b,0.4646799999999999,0.05877973898743388,1117.0,354.0,1548.1,0.0
Kepler-1866 b,0.4168,0.06316438457673686,1117.5,351.95,2631.0,0.0
Kepler-1940 b,0.46979999999999994,0.05043359093092987,1118.0,357.95,1168.0,0.0
Kepler-1841 b,0.42559499999999995,0.08509062406403668,1118.0,342.0,3220.1,0.0
Kepler-1852 b,0.42507,0.06574469430805284,1118.0,348.85,2633.0,0.0
Kepler-1892 b,0.442225,0.05429094665575053,1119.0,350.0,1548.1,0.0
Kepler-1912 b,0.44092,0.08536819699464329,1120.0,353.0,2625.1,0.0
Kepler-1817 b,0.39097000000000004,0.08037321573518898,1120.5,346.95,2642.1,0.0
Kepler-195 c,0.45664499999999997,0.06692693706430629,1122.0,360.0,2609.0,0.0
Kepler-1930 b,0.44732,0.05443430708271342,1122.0,365.0,1557.05,0.0
Kepler-1879 b,0.406,0.0570658656821405,1123.0,1095.95,2986.05,0.0
Kepler-1781 b,0.381575,0.08499650396559105,1123.5,341.95,2621.0,0.0
Kepler-1950 b,0.44722999999999996,0.07718657678165639,1124.0,359.0,2628.05,0.0
Kepler-1862 b,0.39832999999999996,0.07093871088061017,1124.0,359.0,2631.0,0.0
Kepler-1861 b,0.38498000000000004,0.08199540287226086,1124.5,365.0,2994.0,0.0
Kepler-1961 b,0.463765,0.0499978684415385,1125.5,362.0,1502.1999999999998,0.0
Kepler-1917 b,0.42716499999999996,0.07217509101154665,1126.0,358.0,2636.0,0.0
Kepler-1863 b,0.3844,0.08003406088537308,1126.0,357.95,2964.3499999999995,0.0
Kepler-198 d,0.46879999999999994,0.04877825988362588,1127.5,364.0,1166.0,0.0
Kepler-1870 b,0.401995,0.08804010219319586,1127.5,348.0,2637.0,0.0
Kepler-200 c,0.4699999999999999,0.049038858257900685,1131.0,368.0,1166.0,0.0
Kepler-1928 b,0.43,0.0,1131.0,1106.0,1159.05,0.0
Kepler-1873 b,0.433375,0.047132683508468075,1133.0,353.95,1549.05,0.0
Kepler-1839 b,0.37376,0.09869013063000541,1134.5,346.95,4058.0,0.0
Kepler-240 b,0.43627,0.07139261804853246,1135.0,393.0,2893.0,0.0
Kepler-1954 b,0.41609999999999997,0.0886538719855826,1138.0,364.95,2994.0,0.0
Kepler-1933 b,0.41644,0.08889731077893998,1138.5,356.0,2634.0,0.0
Kepler-1986 b,0.4383,0.04404816092599013,1139.0,373.0,1525.1999999999998,0.0
Kepler-191 c,0.40678499999999995,0.08809567509782691,1140.0,356.0,3231.05,0.0
Kepler-207 c,0.4442,0.07918902577761146,1141.0,372.0,2991.0,0.0
Kepler-204 c,0.44521999999999995,0.05397757643239484,1141.5,375.0,1835.1999999999998,0.0
Kepler-213 b,0.46314,0.047750398963803474,1142.0,373.95,1174.05,0.0
Kepler-1958 b,0.40988,0.08504852793675156,1142.0,366.95,2981.3999999999996,0.0
Kepler-206 c,0.44494,0.04563728655220087,1143.0,373.95,1178.05,0.0
Kepler-215 b,0.451605,0.06513156467054097,1143.5,375.0,2672.1499999999987,0.0
Kepler-256 b,0.469765,0.052486827004668835,1144.0,381.0,1188.0,0.0
Kepler-195 b,0.40592,0.0835794511186727,1144.0,362.95,3238.05,0.0
Kepler-1951 b,0.39588,0.0576547807861151,1144.0,1113.0,2646.05,0.0
Kepler-207 b,0.43489999999999995,0.07676441591715658,1145.0,375.0,2991.0,0.0
Kepler-1942 b,0.38871999999999995,0.10121685285862829,1146.5,363.0,3017.45,0.0
Kepler-255 b,0.456635,0.07194140258440627,1147.0,377.0,2659.1499999999996,0.0
Kepler-215 e,0.44488,0.06183715118383979,1147.0,378.0,2646.2,0.0
Kepler-200 b,0.41534,0.06138746812245124,1147.0,381.0,2651.0,0.0
Kepler-1980 b,0.40084000000000003,0.05769881025992493,1147.0,1114.0,2657.05,0.0
Kepler-215 c,0.443625,0.0623775102305721,1148.5,375.95,2651.1,0.0
Kepler-246 c,0.43284,0.0812923815778896,1151.5,385.0,2903.05,0.0
Kepler-1871 b,0.37526,0.09366578328245499,1152.5,349.0,2963.1,0.0
Kepler-209 b,0.40434,0.058482517127935174,1156.0,1119.0,2656.0,0.0
Kepler-262 b,0.43989999999999996,0.09159568515535081,1157.5,381.95,3004.05,0.0
Kepler-253 b,0.43213,0.0789566742766288,1159.0,383.95,3219.2,0.0
Kepler-311 c,0.45859999999999995,0.07735637023563124,1161.0,400.0,2993.05,0.0
Kepler-198 c,0.37118,0.06512518852456949,1161.5,1120.0,2659.0,0.0
Kepler-191 d,0.402765,0.03975900945276844,1164.0,1106.0,2629.0,0.0
Kepler-280 b,0.442505,0.08778068336338851,1165.0,388.0,2699.0,0.0
Kepler-273 b,0.43677,0.08683474330756426,1165.0,388.0,2683.0,0.0
Kepler-260 c,0.434485,0.06891222725416914,1167.0,387.0,2674.05,0.0
Kepler-244 c,0.40570999999999996,0.08713211181774275,1167.0,383.0,2681.05,0.0
Kepler-230 c,0.40275,0.09152221113074419,1167.0,382.0,2675.1,0.0
Kepler-265 b,0.4276,0.06462656718697614,1168.0,388.0,2986.1,0.0
Kepler-286 e,0.44833999999999996,0.05375149156713124,1169.0,397.0,1214.1499999999999,0.0
Kepler-262 c,0.41464,0.09094731016612254,1169.0,384.0,3004.0,0.0
Kepler-213 c,0.37956,0.06797239802881437,1169.0,1125.0,2663.0,0.0
Kepler-256 c,0.402825,0.07235885213271369,1170.0,392.0,2683.0,0.0
Kepler-337 b,0.47004499999999994,0.0573776512653616,1173.0,406.0,1223.0,0.0
Kepler-301 b,0.43710499999999997,0.09446575587516423,1173.0,397.95,3002.1,0.0
Kepler-256 e,0.39091000000000004,0.076922891016424,1176.0,392.0,2685.1,0.0
Kepler-299 d,0.44286,0.0475535812129049,1178.0,404.95,1213.2499999999998,0.0
Kepler-299 e,0.44112,0.05165347774861874,1178.0,404.0,2661.0,0.0
Kepler-382 b,0.46377999999999997,0.07295654126826222,1179.0,419.0,2408.1,0.0
Kepler-319 b,0.45659999999999995,0.044230676067756616,1179.0,405.0,1211.0,0.0
Kepler-247 b,0.43411500000000003,0.059625201083169634,1180.0,388.95,1585.05,0.0
Kepler-269 c,0.400495,0.10383330479846402,1181.0,388.0,3897.05,0.0
Kepler-339 b,0.45159999999999995,0.0761201586776737,1183.0,407.0,2691.1,0.0
Kepler-321 b,0.44838,0.04552934705094916,1184.0,404.95,1216.05,0.0
Kepler-301 c,0.418865,0.09958644081091945,1184.5,399.95,3018.05,0.0
Kepler-280 c,0.395245,0.09747977784739945,1184.5,392.95,3008.05,0.0
Kepler-317 c,0.43053499999999995,0.08308675039488764,1185.0,404.95,2702.0,0.0
Kepler-322 c,0.44754999999999995,0.039553779882661136,1186.0,410.0,1218.05,0.0
Kepler-311 b,0.4198,0.07967846204984916,1186.0,403.0,3010.05,0.0
Kepler-284 b,0.39658499999999997,0.09000918609877731,1186.0,394.0,2696.05,0.0
Kepler-292 d,0.40976,0.04178257971853661,1187.0,1153.95,2684.0,0.0
Kepler-260 b,0.404715,0.07511785179514002,1187.0,394.95,3256.0,0.0
Kepler-362 c,0.444285,0.08774593993427784,1187.5,410.0,3015.05,0.0
Kepler-273 c,0.393655,0.09106268885555273,1188.5,391.0,2704.0,0.0
Kepler-373 c,0.44564499999999996,0.08816457599240092,1190.5,414.0,3010.1499999999996,0.0
Kepler-373 b,0.44802499999999995,0.08781990974771149,1191.0,414.95,3009.1499999999996,0.0
Kepler-33 b,0.4365,0.03369005847546361,1191.0,419.95,1219.0,0.0
Kepler-292 f,0.391025,0.05853943633323113,1191.0,1156.95,2705.0,0.0
Kepler-311 d,0.39554,0.07385945327224772,1192.0,1147.75,3015.0,0.0
Kepler-377 b,0.4478,0.08513316222613389,1193.0,417.0,3019.05,0.0
Kepler-389 c,0.445395,0.0773080496719984,1195.0,426.95,2708.0,0.0
Kepler-375 b,0.445065,0.08766429336772935,1195.0,414.95,3018.2,0.0
Kepler-337 c,0.41178,0.0746979998551817,1197.0,416.0,2714.05,0.0
Kepler-301 d,0.39424000000000003,0.10369922593210537,1197.0,402.95,3892.05,0.0
Kepler-319 d,0.39126,0.05951888267423686,1197.0,1164.0,2706.0,0.0
Kepler-371 c,0.44376,0.0600589423242385,1199.0,416.0,2702.0,0.0
Kepler-343 c,0.42075999999999997,0.057327089498602324,1199.0,419.95,2711.1499999999996,0.0
Kepler-321 c,0.3904,0.065699870212138,1199.0,1160.0,2709.05,0.0
Kepler-371 b,0.43460499999999996,0.06807698161531323,1201.5,419.95,2709.05,0.0
Kepler-416 d,0.46349999999999997,0.04803503647816782,1202.0,428.0,1238.0,0.0
Kepler-382 c,0.440775,0.08290557003051217,1202.0,420.0,2710.1,0.0
Kepler-389 b,0.43599,0.08381434596283832,1203.0,426.0,2858.1499999999996,0.0
Kepler-338 c,0.38856,0.07113400377446762,1203.5,1170.0,3017.05,0.0
Kepler-363 d,0.4223,0.05535194373597643,1204.0,429.0,2704.05,0.0
Kepler-376 c,0.42668,0.07622465477778159,1205.0,420.95,3024.0,0.0
Kepler-370 b,0.41603999999999997,0.10154082666079645,1206.0,416.95,3042.2,0.0
Kepler-430 c,0.4378,0.053711543077065264,1211.0,434.0,3002.25,0.0
Kepler-439 b,0.445551745459933,0.12629001416535768,1214.0,4.950000000000003,2723.0,0.088
Kepler-404 c,0.42146,0.09276977342714297,1214.5,428.95,2751.7999999999884,0.0
Kepler-501 c,0.45489999999999997,0.044146209073385886,1215.0,432.95,1247.05,0.0
Kepler-343 b,0.3758,0.07207461064062706,1217.0,1167.95,2719.0,0.0
Kepler-484 b,0.43,0.0,1218.0,1191.0,1246.0,0.0
Kepler-598 b,0.4729999999999999,0.050903657675352335,1221.0,434.95,1284.6999999999994,0.0
Kepler-467 b,0.40404,0.0541177962572709,1221.0,1190.0,2725.0,0.0
Kepler-542 b,0.45659999999999995,0.04423067606775663,1223.0,438.0,1256.05,0.0
Kepler-46 d,0.41851,0.08738178329665858,1223.0,433.0,3247.25,0.0
Kepler-377 c,0.37562,0.08923082359677915,1223.0,437.0,3040.05,0.0
Kepler-518 b,0.43,0.0,1225.0,1197.95,1253.05,0.0
Kepler-523 b,0.43,0.0,1226.0,1198.95,1254.05,0.0
Kepler-479 b,0.41919999999999996,0.016998172718015986,1226.5,1195.0,1601.0,0.0
Kepler-386 b,0.41587999999999997,0.08322005018928436,1229.0,429.0,2913.0,0.0
Kepler-513 b,0.40948,0.05084978861316934,1229.0,1196.95,2734.05,0.0
Kepler-386 c,0.409105,0.08703281505727359,1229.0,432.0,3260.2,0.0
Kepler-496 b,0.402395,0.049920291927153075,1229.0,1196.0,2731.0,0.0
Kepler-526 b,0.4157,0.0452172444803616,1230.0,1201.0,3027.0,0.0
Kepler-499 b,0.40709500000000004,0.04595565601358855,1230.0,1195.95,2738.0,0.0
Kepler-611 b,0.46396,0.062335301230996815,1230.5,438.95,2402.6499999999996,0.0
Kepler-528 b,0.4203,0.04135614417861806,1230.5,1200.0,2731.0,0.0
Kepler-534 b,0.4213,0.03509663156335929,1231.0,1204.0,3016.1499999999996,0.0
Kepler-370 c,0.378525,0.10270459260268436,1231.5,422.0,4099.0,0.0
Kepler-556 b,0.41856,0.036865220587675246,1234.0,1206.0,2733.1499999999996,0.0
Kepler-579 b,0.4218,0.05118348853876602,1239.0,448.95,2759.1,0.0
Kepler-578 b,0.424865,0.02282622061786379,1240.0,1208.0,1604.05,0.0
Kepler-594 b,0.42194,0.031381619015341554,1244.0,1216.95,2741.1499999999996,0.0
Kepler-583 b,0.4044,0.05263250289242798,1244.0,1212.95,2760.05,0.0
Kepler-510 b,0.37202,0.0646845250083132,1245.0,1202.0,2743.0,0.0
Kepler-638 b,0.44783999999999996,0.06622163551302579,1246.0,444.0,2767.05,0.0
Kepler-589 b,0.41489499999999996,0.040160954664438905,1246.0,1215.0,2754.0,0.0
Kepler-784 c,0.47859999999999997,0.05072658447742649,1249.0,451.0,1303.05,0.0
Kepler-587 b,0.3982,0.07421438911088742,1249.0,447.95,2770.05,0.0
Kepler-574 b,0.38252,0.06404884158371976,1249.0,1210.9,2765.0,0.0
Kepler-481 b,0.36774,0.06571246957248396,1249.5,1196.0,2736.0,0.0
Kepler-641 b,0.44194,0.041384317361131975,1251.0,450.0,1286.0,0.0
Kepler-625 b,0.43,0.0,1251.0,1224.95,1279.0,0.0
Kepler-69 c,0.48721460389691634,0.10722190675910212,1252.0,4.0,1301.0,0.084
Kepler-575 b,0.37756,0.07472894506455259,1252.0,1202.0,2770.0,0.0
Kepler-558 b,0.391855,0.05583216758172429,1253.5,1211.9,3265.1499999999996,0.0
Kepler-646 b,0.423165,0.05223362881284345,1256.5,458.0,2771.0,0.0
Kepler-653 b,0.43289999999999995,0.0343649807770587,1257.0,463.85,1291.0,0.0
Kepler-597 b,0.38698,0.06198034144348432,1257.0,1221.95,2773.0,0.0
Kepler-570 b,0.37216000000000005,0.06537800062660115,1257.5,1213.0,2763.0,0.0
Kepler-730 c,0.4632,0.047140263139036805,1258.0,445.95,1293.05,0.0
Kepler-649 b,0.42254,0.03133867618854537,1258.0,1230.9,2761.0,0.0
Kepler-626 b,0.39912000000000003,0.0583578347246323,1258.0,1227.0,2788.05,0.0
Kepler-613 b,0.39114,0.065116670381117,1260.0,1217.9,2776.05,0.0
Kepler-654 b,0.41222,0.06271473412007342,1263.0,463.9,3025.0,0.0
Kepler-683 b,0.42796,0.050972883671021395,1263.5,456.0,2784.1,0.0
Kepler-619 c,0.39824,0.08658577592876536,1264.0,444.95,3045.0,0.0
Kepler-710 b,0.43557999999999997,0.026250557776305115,1265.0,471.0,1295.05,0.0
Kepler-651 b,0.39490000000000003,0.05777253093522319,1265.0,1235.0,2787.0,0.0
Kepler-744 b,0.44339999999999996,0.03409934795655367,1267.0,458.0,1298.05,0.0
Kepler-784 b,0.46747999999999995,0.0500785915403111,1267.5,451.0,1304.0,0.0
Kepler-764 b,0.453775,0.042800123553002736,1269.0,451.95,1301.0,0.0
Kepler-616 b,0.37036,0.07042862189169347,1271.0,1229.0,2789.0,0.0
Kepler-69 b,0.400645,0.06494175342316642,1272.0,1228.95,2809.05,0.0
Kepler-823 b,0.46859999999999996,0.048731812803940656,1273.0,456.95,1313.0,0.0
Kepler-761 b,0.42624,0.029468613784784527,1274.0,1245.95,1314.0,0.0
Kepler-772 b,0.44339999999999996,0.04859179277048022,1275.0,456.0,1319.0,0.0
Kepler-652 b,0.37592000000000003,0.06414032712051168,1275.0,1233.95,2792.0,0.0
Kepler-795 b,0.44859999999999994,0.03894963604832004,1280.0,460.0,1311.05,0.0
Kepler-770 b,0.39672500000000005,0.058101966852286545,1285.0,1253.0,2839.0,0.0
Kepler-717 b,0.375365,0.0651834106890558,1285.0,1243.95,2822.0,0.0
Kepler-804 b,0.42969999999999997,0.033122563433660046,1286.0,1249.95,1322.0,0.0
Kepler-848 b,0.45367999999999997,0.04393994808913808,1287.0,464.0,1320.0,0.0
Kepler-783 c,0.40556,0.05084345103379638,1287.0,1255.0,2837.05,0.0
Kepler-771 b,0.3969,0.07933459495019703,1287.0,460.95,3056.0,0.0
Kepler-851 b,0.45592499999999997,0.04398381551268723,1288.0,462.0,1321.05,0.0
Kepler-810 b,0.4241,0.05814595346030203,1288.0,469.0,2837.0,0.0
Kepler-794 b,0.41198,0.06849278884852401,1288.0,464.0,2836.05,0.0
Kepler-745 b,0.37832,0.09593740444238773,1289.0,456.0,3067.5499999999993,0.0
Kepler-592 b,0.3598,0.08874520506960186,1289.5,1207.7,4119.1,0.0
Kepler-639 b,0.36698000000000003,0.08092080048976162,1291.5,1175.350000000002,3040.05,0.0
Kepler-829 b,0.4176,0.06021205013918662,1292.0,471.0,2838.05,0.0
Kepler-832 b,0.42344,0.04569400709687361,1293.0,495.9,2835.05,0.0
Kepler-789 b,0.374605,0.08839362726850483,1295.0,1247.85,4134.299999999999,0.0
Kepler-751 b,0.3737,0.06474715737990015,1296.0,1252.95,2844.05,0.0
Kepler-754 b,0.36748000000000003,0.09658938149317686,1296.0,460.0,4140.0,0.0
Kepler-797 b,0.3872,0.07775443076124992,1297.0,1252.0,3289.1,0.0
Kepler-822 b,0.39818000000000003,0.08832718144469416,1298.0,464.0,3059.05,0.0
Kepler-9 d,0.45239999999999997,0.04173396035477323,1298.5,468.0,1329.0,0.0
Kepler-868 b,0.42838,0.015952572492807425,1300.0,1272.0,1330.0,0.0
Kepler-850 b,0.41458,0.08618398318664452,1300.5,466.0,3053.05,0.0
Kepler-888 b,0.42669999999999997,0.022024535416681125,1303.0,1275.0,1335.0,0.0
Kepler-927 b,0.45588,0.05231921444747423,1304.0,468.95,1343.05,0.0
Kepler-903 b,0.4256,0.0503558479508159,1306.0,478.0,2854.0,0.0
Kepler-917 b,0.43367,0.026832742912053682,1308.0,488.9,1347.1,0.0
Kepler-939 b,0.44892499999999996,0.04520502032656823,1309.0,474.0,1360.1999999999998,0.0
Kepler-862 b,0.40112000000000003,0.06473389029794371,1309.0,484.85,2866.05,0.0
Kepler-923 b,0.4327,0.08878894612454757,1309.5,467.0,3061.0,0.0
Kepler-881 b,0.40102,0.09053149453646511,1311.0,465.95,3062.05,0.0
Kepler-872 b,0.38630000000000003,0.09029738221271387,1314.5,473.0,3065.05,0.0
Kepler-846 b,0.37254000000000004,0.06462585707598471,1315.0,1271.0,2859.0,0.0
Kepler-948 b,0.43255,0.06050987845617902,1315.5,477.0,2882.1,0.0
Kepler-790 b,0.40921500000000005,0.026662577915915107,1315.5,1260.0,1637.0,0.0
Kepler-916 b,0.42395,0.027781579009561862,1317.0,790.7,1637.0,0.0
Kepler-825 c,0.37824,0.0916761224247933,1317.0,469.0,3061.0,0.0
Kepler-864 b,0.37784,0.07476170828741208,1318.0,484.0,2866.0,0.0
Kepler-946 b,0.41736,0.06314987104044509,1318.5,484.0,3056.05,0.0
Kepler-958 b,0.43,0.0,1319.0,1291.95,1348.0,0.0
Kepler-92 d,0.3907,0.066024453476828,1319.0,1284.0,3069.05,0.0
Kepler-962 b,0.43,0.0,1320.0,1292.95,1349.05,0.0
Kepler-964 b,0.43,0.0,1321.0,1293.95,1350.05,0.0
Kepler-947 b,0.40993999999999997,0.04712842642348994,1321.0,1291.0,2871.0,0.0
Kepler-920 b,0.38528,0.06181718473577805,1323.5,1285.95,2876.0,0.0
K2-155 d,0.44084314896005716,0.10074700431659579,1324.0,28.900000000000006,2898.05,0.038
Kepler-971 b,0.421,0.03399354530266722,1325.0,1295.0,2864.0,0.0
Kepler-984 b,0.42974,0.005813776741499452,1326.0,1298.0,1354.05,0.0
Kepler-225 b,0.45230000000000004,0.03744013257260324,1327.0,722.0,1376.0,0.0
K2-155 b,0.42890000000000006,0.0244998057331466,1328.0,500.75,1359.05,0.0
Kepler-926 b,0.37884,0.08399741383555877,1328.5,486.0,3047.2999999999997,0.0
K2-240 c,0.4358,0.03814472493124255,1331.0,482.0,1365.05,0.0
Kepler-981 b,0.402,0.054772255750516585,1331.0,1298.0,2887.0,0.0
K2-286 b,0.45215276414669625,0.0883188001028947,1332.5,7.0,1368.05,0.054
K2-240 b,0.42258000000000007,0.011307046413506687,1333.0,1304.0,1363.05,0.0
Kepler-933 b,0.37435,0.06423944202609205,1333.0,1290.0,2878.05,0.0
Kepler-825 b,0.40068,0.09139279449590947,1334.5,461.0,3059.0,0.0
Kepler-990 c,0.41672499999999996,0.08979260715448231,1335.5,474.95,3068.0,0.0
TOI-1739 b,0.424655,0.018067133630857754,1337.0,1303.0,1368.0,0.0
Kepler-986 b,0.38866,0.06060156350291627,1337.5,1301.0,2891.0,0.0
TOI-4342 b,0.42235,0.0033541019662496805,1340.0,1312.0,1370.0,0.0
Kepler-969 b,0.41455000000000003,0.0184758006706297,1340.0,1297.0,1644.05,0.0
HD 136352 d,0.44833999999999996,0.05372911720912736,1341.5,122.0,1374.05,0.0
TOI-871 b,0.4303,0.026844016137769093,1342.0,494.95,1372.0,0.0
TOI-712 b,0.42250000000000004,0.0,1342.0,1314.0,1370.1,0.0
TOI-4342 c,0.41886,0.021467932930037244,1342.0,1313.0,1378.05,0.0
Kepler-1741 b,0.443,0.04405828258714876,1343.0,697.0,1516.1,0.0
TOI-2081 b,0.40169,0.07695998687082996,1343.0,485.0,2921.0,0.0
K2-146 b,0.4225,0.0,1344.0,1316.0,1373.05,0.0
K2-146 c,0.4225,0.0,1345.0,1317.0,1374.05,0.0
HD 136352 c,0.42,0.0,1347.0,1319.0,1377.0,0.0
HD 63433 c,0.42962,0.03406429733174328,1348.0,133.0,1379.0,0.0
Kepler-973 b,0.41275,0.018708621676919435,1348.0,1301.0,1647.0,0.0
HD 3167 c,0.43359,0.049017265168195,1348.5,126.95,1744.05,0.0
HD 63935 b,0.42,0.0,1351.0,1323.0,1380.0,0.0
