pl_name,score_mean,score_std,rank_median,rank_p05,rank_p95,top10_probability
HD 98736 b,0.27,0.0,3174.0,3152.0,3198.0,0.0
HIP 91258 b,0.27,0.0,3175.0,3153.0,3199.0,0.0
HR 8799 b,0.27,0.0,3176.0,3154.0,3200.0,0.0
HR 8799 c,0.27,0.0,3177.0,3155.0,3201.0,0.0
EPIC 212737443 b,0.29890000000000005,0.05842831278987049,3178.0,1423.0,3205.05,0.0
HR 8799 d,0.27,0.0,3178.0,3156.0,3202.0,0.0
HR 8799 e,0.27,0.0,3179.0,3157.0,3203.0,0.0
bet Pic b,0.27,0.0,3180.0,3158.0,3204.0,0.0
rho CrB b,0.27,0.0,3181.0,3159.0,3205.0,0.0
rho CrB c,0.27,0.0,3182.0,3160.0,3206.0,0.0
rho CrB d,0.27,0.0,3183.0,3161.0,3207.0,0.0
rho CrB e,0.27,0.0,3184.0,3162.0,3208.0,0.0
Kepler-156 c,0.32191000000000003,0.06605568565395735,3185.5,1072.95,3237.0,0.0
HD 81817 b,0.2625,0.0,3186.0,3164.95,3210.0,0.0
K2-250 b,0.27417,0.036519905627123796,3186.5,1441.0,3211.0,0.0
Kepler-1024 b,0.275025,0.01770420154949132,3187.0,2445.0,3215.0,0.0
K2-273 b,0.27059500000000003,0.01693242123199029,3188.0,2439.95,3212.0,0.0
K2-127 b,0.2625,0.0,3188.0,3166.0,3211.0,0.0
Kepler-1266 b,0.31978,0.06566601595424078,3188.5,1447.95,3223.0,0.0
K2-276 b,0.268125,0.013403588600622966,3189.0,2445.0,3213.0,0.0
Kepler-1350 b,0.32084,0.06630563531517587,3190.0,1458.95,3228.0,0.0
K2-270 c,0.26380000000000003,0.012947790953717238,3190.0,3167.0,3214.0,0.0
Kepler-1110 b,0.30508,0.06144831479203938,3191.0,1435.95,3218.0,0.0
K2-8 b,0.27212000000000003,0.03406429733174326,3191.0,1444.95,3215.0,0.0
Kepler-1234 b,0.32044,0.078813574713486,3192.0,670.0,3222.0,0.0
Kepler-1140 b,0.29656,0.057221193013250966,3193.0,1443.95,3220.05,0.0
Kepler-1083 b,0.27362000000000003,0.037022789926583,3195.0,1456.95,3220.0,0.0
Kepler-1362 b,0.30410000000000004,0.0607026327208176,3202.0,1464.0,3230.0,0.0
Kepler-1321 d,0.27673000000000003,0.08825380767501359,3202.5,1339.95,3867.0,0.0
Kepler-1388 b,0.29552000000000006,0.05664536162818609,3204.0,1470.0,3231.0,0.0
Kepler-1539 b,0.29148,0.046014065114666346,3204.0,1477.75,3236.0,0.0
Kepler-1359 b,0.29058,0.053550433217627605,3204.0,1471.0,3229.0,0.0
Kepler-1341 b,0.27819793992619596,0.04260828686623614,3205.0,1476.95,3228.0,0.0
Kepler-1318 b,0.2625,0.0,3205.0,3183.95,3227.0,0.0
Kepler-148 d,0.2745,0.017510374823312785,3206.0,2510.95,3233.0,0.0
Kepler-1321 b,0.2625,0.0,3206.0,3184.95,3228.0,0.0
Kepler-1665 b,0.31848000000000004,0.08279704282521934,3211.0,698.0,3241.0,0.0
Kepler-1388 d,0.26562,0.019916297794411276,3211.0,3187.95,3233.0,0.0
Kepler-152 b,0.27235000000000004,0.028862060513313133,3211.5,2514.0,3235.05,0.0
Kepler-1536 b,0.28012,0.04505769625695449,3214.0,1489.95,3239.0,0.0
Kepler-169 f,0.3109,0.06268611567322056,3216.0,1494.0,3245.0,0.0
Kepler-1520 b,0.2625,0.0,3216.0,3195.95,3238.0,0.0
Kepler-1881 b,0.31577500000000003,0.07114745811758276,3219.0,1090.95,3253.0,0.0
Kepler-1669 b,0.28954,0.05281683098473954,3220.0,1496.95,3245.0,0.0
Kepler-159 c,0.26276,0.005813776741499449,3221.0,3200.0,3242.05,0.0
Kepler-1684 b,0.28174,0.046209230527806296,3222.0,1498.95,3247.0,0.0
Kepler-1663 b,0.26219,0.04904758129062964,3225.0,1510.0,3863.0,0.0
Kepler-1840 b,0.28597500000000003,0.049987341834582255,3230.0,1512.95,3255.0,0.0
Kepler-1995 b,0.300635,0.07017787502686705,3231.0,736.95,3257.05,0.0
Kepler-229 d,0.29872000000000004,0.060243008225686755,3232.0,1149.95,3264.0,0.0
Kepler-1987 d,0.296375,0.05705969235795065,3234.0,1530.95,3260.0,0.0
Kepler-248 c,0.28016,0.01986740616324414,3234.0,2641.0,3269.05,0.0
Kepler-298 d,0.32568,0.0650395871434589,3235.0,1548.0,3275.0,0.0
Kepler-229 c,0.284955,0.043947106518435156,3235.0,1554.0,3263.0,0.0
Kepler-247 d,0.28979000000000005,0.050788678657349595,3238.5,1168.85,3269.0,0.0
Kepler-247 c,0.28288500000000005,0.03841080648867218,3239.0,1570.7,3267.0,0.0
Kepler-258 c,0.309375,0.07538841888781599,3241.0,736.95,3272.0,0.0
Kepler-1996 c,0.27264,0.0348972209790999,3241.0,1548.95,3263.0,0.0
Kepler-309 c,0.32308000000000003,0.06491449285610672,3243.0,1555.0,3276.0,0.0
Kepler-1729 b,0.232125,0.03696829973600007,3243.0,3212.0,3870.0,0.0
Kepler-1999 b,0.26276,0.005813776741499449,3243.5,3224.0,3264.0,0.0
Kepler-258 b,0.30227000000000004,0.07213340805143084,3245.0,738.0,3272.05,0.0
Kepler-224 c,0.265075,0.014512170105202222,3245.0,3214.75,3265.0,0.0
Kepler-357 d,0.31853000000000004,0.08142895953468766,3246.0,753.0,3279.05,0.0
Kepler-2000 b,0.25366,0.04923415892253689,3248.0,1552.8,3865.05,0.0
Kepler-436 b,0.349450040410882,0.12562185194894418,3253.0,85.80000000000001,3281.05,0.018
Kepler-304 d,0.28018,0.0446071428628732,3256.0,1562.9,3280.05,0.0
Kepler-46 c,0.275025,0.0177042015494913,3257.0,2694.0,3283.05,0.0
Kepler-659 b,0.32614,0.06540417273862,3258.0,1576.0,3295.05,0.0
Kepler-304 b,0.26718000000000003,0.024241966625911018,3258.0,3233.95,3279.05,0.0
Kepler-577 b,0.32172,0.06516198099762673,3259.5,1573.95,3292.0,0.0
Kepler-580 b,0.31528,0.06390492374267505,3263.5,1572.0,3294.0,0.0
Kepler-505 b,0.28928000000000004,0.05262861524194394,3264.0,1575.0,3289.0,0.0
Kepler-472 b,0.26280000000000003,0.003344004295669928,3266.0,3247.0,3287.05,0.0
Kepler-695 b,0.27997500000000003,0.018725334477723128,3268.0,2770.0,3300.0,0.0
Kepler-531 b,0.27186,0.03363708231421429,3268.0,1600.0,3291.0,0.0
Kepler-489 b,0.2625,0.0,3268.0,3249.95,3289.0,0.0
Kepler-599 b,0.2918,0.051578393357322075,3269.0,1572.0,3296.0,0.0
Kepler-660 b,0.30956,0.06253781541366334,3269.5,1581.95,3296.0,0.0
Kepler-551 b,0.28642,0.05042339375006954,3269.5,1583.0,3293.05,0.0
Kepler-533 b,0.26276,0.00581377674149945,3271.0,3252.0,3292.0,0.0
Kepler-563 b,0.264375,0.008181120734529347,3273.0,3217.4000000000015,3294.05,0.0
Kepler-547 b,0.2625,0.0,3273.0,3253.0,3293.0,0.0
Kepler-665 b,0.296895,0.05751096850163449,3274.5,1587.0,3299.0,0.0
Kepler-781 b,0.302035,0.057580180873794774,3280.0,1283.95,3311.05,0.0
Kepler-661 b,0.26276,0.0058137767414994535,3280.0,3261.0,3300.05,0.0
Kepler-712 b,0.27232500000000004,0.01650611336920702,3282.0,2787.95,3306.05,0.0
Kepler-681 b,0.2625,0.0,3283.0,3264.0,3303.0,0.0
Kepler-716 b,0.27999,0.04229364496954148,3283.5,1596.0,3307.05,0.0
Kepler-687 b,0.2625,0.0,3284.0,3265.0,3304.0,0.0
Kepler-709 b,0.2659,0.015383865790278698,3285.0,2814.0,3307.0,0.0
Kepler-693 b,0.2625,0.0,3285.0,3266.0,3305.0,0.0
Kepler-721 b,0.283265,0.04766020631020246,3286.0,1595.95,3309.0,0.0
Kepler-749 b,0.27040000000000003,0.018836124845583193,3289.0,2807.0,3312.0,0.0
Kepler-735 b,0.263695,0.009574330818456336,3290.0,3268.95,3310.0,0.0
Kepler-742 b,0.2625,0.0,3292.0,3274.0,3312.0,0.0
Kepler-991 b,0.31294,0.06341173784871368,3294.0,1613.0,3323.0,0.0
Kepler-892 b,0.28798,0.051657590083418095,3294.0,1607.0,3317.0,0.0
Kepler-785 b,0.2625,0.0,3294.0,3276.0,3314.0,0.0
Kepler-970 b,0.30306,0.060290598874329075,3295.0,1613.95,3320.0,0.0
Kepler-859 b,0.2625,0.0,3296.0,3278.0,3316.0,0.0
Kepler-676 b,0.23519,0.04836623290034009,3297.5,2402.7,3871.0,0.0
Kepler-951 b,0.2625,0.0,3299.0,3282.0,3319.05,0.0
Kepler-957 b,0.2625,0.0,3300.0,3283.0,3320.05,0.0
Kepler-975 c,0.272035,0.038378275874747625,3301.0,2866.95,3322.0,0.0
Kepler-993 b,0.26302000000000003,0.008213679386128743,3305.0,3286.95,3325.0,0.0
HD 105779 b,0.255,0.0,3308.0,3290.95,3329.0,0.0
HAT-P-17 c,0.2546474949245801,0.03451962564226619,3308.0,3288.0,3700.05,0.0
HD 108874 c,0.255,0.0,3309.0,3291.95,3330.0,0.0
HD 109749 b,0.255,0.0,3310.0,3292.95,3331.0,0.0
HD 114082 b,0.255,0.0,3311.0,3293.95,3332.0,0.0
HD 125612 c,0.255,0.0,3312.0,3295.0,3333.0,0.0
HD 149026 b,0.255,0.0,3313.0,3296.0,3334.0,0.0
HD 103197 b,0.246,0.016031657058960345,3313.0,3291.0,3706.0,0.0
HD 149143 b,0.255,0.0,3314.0,3297.0,3335.0,0.0
HD 154672 b,0.255,0.0,3316.0,3299.0,3337.0,0.0
HD 152079 b,0.25020000000000003,0.026426439666115725,3316.0,3298.0,3338.05,0.0
HD 154857 b,0.255,0.0,3317.0,3300.0,3338.0,0.0
HD 156411 b,0.255,0.0,3318.0,3301.0,3339.0,0.0
HD 163607 b,0.255,0.0,3319.0,3302.0,3340.0,0.0
HD 163607 c,0.25954817462792634,0.03064500369847778,3320.0,3298.95,3341.0,0.0
HD 164509 b,0.2561168126369956,0.014397830614479558,3321.0,3303.0,3342.0,0.0
HD 170469 b,0.255,0.0,3322.0,3305.0,3343.0,0.0
HD 17156 b,0.26280000000000003,0.03333740790060111,3323.0,1435.9,3344.0,0.0
HD 179079 b,0.255,0.0,3324.0,3307.0,3345.0,0.0
HD 190647 b,0.255,0.0,3325.0,3308.0,3346.0,0.0
HD 77946 b,0.32764,0.0781334760532278,3328.0,1379.9,3364.0,0.0
HD 191939 e,0.252975,0.008484152089239501,3328.0,3309.95,3689.05,0.0
HD 211810 b,0.2787823031819382,0.07712815438385769,3329.0,556.65,3350.0,0.0
HD 207832 b,0.255,0.0,3329.0,3311.0,3349.0,0.0
HD 207832 c,0.25470000000000004,0.006708203932499371,3330.0,3312.0,3350.0,0.0
HD 191939 f,0.252075,0.010066506051663437,3330.0,3310.95,3703.0,0.0
HD 219828 b,0.255,0.0,3332.0,3314.0,3352.0,0.0
HD 332231 b,0.26730000000000004,0.04119592465786916,3333.0,1408.75,3354.0,0.0
HD 224693 b,0.2535,0.014939758792750663,3333.0,3315.0,3354.0,0.0
HD 290327 b,0.255,0.0,3334.0,3316.95,3354.0,0.0
HD 35843 b,0.255,0.0,3336.0,3319.0,3357.0,0.0
HD 48265 b,0.2874175261703503,0.07190243797369396,3338.0,878.0,3360.0,0.0
HD 4203 b,0.255,0.0,3338.0,3321.0,3359.0,0.0
HD 38801 b,0.254475,0.004410303453630639,3338.0,3320.0,3359.0,0.0
HD 33283 b,0.2415,0.04297025582622872,3338.0,3319.0,4204.0,0.0
HD 4203 c,0.2549267341998028,0.012481008649627047,3339.5,3322.0,3360.05,0.0
HD 9174 b,0.31622844386541216,0.09890531863904874,3340.0,627.0,3365.0,0.0
HD 6718 b,0.255,0.0,3342.0,3324.0,3361.05,0.0
HD 72892 b,0.255,0.0,3343.0,3325.0,3362.05,0.0
HD 74698 b,0.255,0.0,3344.0,3326.0,3364.0,0.0
HD 74698 c,0.255,0.0,3345.0,3327.0,3365.0,0.0
HD 9446 b,0.255,0.0,3348.0,3330.0,3368.0,0.0
HD 9446 c,0.255,0.0,3349.0,3331.0,3369.0,0.0
HD 94771 b,0.255,0.0,3350.0,3332.0,3370.0,0.0
HD 96167 b,0.25574371308355126,0.01174788082529273,3350.5,3333.0,3371.0,0.0
HIP 14810 b,0.254925,0.0016770509831248448,3352.0,3334.0,3372.0,0.0
HIP 14810 c,0.25485,0.002369330592152516,3353.0,3335.0,3373.0,0.0
HIP 14810 d,0.255,0.0,3353.5,3336.0,3374.0,0.0
HD 74156 b,0.1986,0.07272976858533892,3355.0,3328.0,4210.0,0.0
TOI-257 b,0.2751,0.05114902193483058,3356.0,1417.9,3378.0,0.0
KELT-24 b,0.255,0.0,3356.0,3338.0,3376.0,0.0
TOI-1898 b,0.2559,0.011595642191602478,3358.0,3339.0,3378.0,0.0
EPIC 211945201 b,0.2751,0.06356942774863227,3359.0,1624.0,3384.0,0.0
TOI-4641 b,0.2616,0.03079507547233312,3359.0,3332.9,3380.0,0.0
TOI-480 b,0.26846,0.04285208281990513,3359.5,1428.9,3381.0,0.0
2MASS J02192210-3925225 b,0.2475,0.0,3362.0,3344.0,3382.05,0.0
Kepler-1314 b,0.2475,0.0,3363.0,3345.0,3383.05,0.0
HAT-P-14 b,0.24,0.0,3365.0,3347.95,3386.0,0.0
Kepler-282 e,0.31318,0.10180577799351925,3365.5,601.0,3609.0,0.0
HAT-P-16 b,0.2454,0.027971499952974255,3365.5,3340.0,3386.05,0.0
HAT-P-2 b,0.24,0.0,3367.0,3349.0,3388.0,0.0
HIP 97166 c,0.24082499999999998,0.018201496200253884,3367.5,3340.95,3747.05,0.0
HAT-P-30 b,0.24029999999999999,0.00670820393249937,3368.0,3350.0,3389.0,0.0
HAT-P-34 b,0.24,0.0,3369.0,3351.0,3390.0,0.0
HAT-P-60 b,0.24,0.0,3370.0,3352.0,3391.0,0.0
HAT-P-8 b,0.2415,0.014939758792750689,3371.0,3352.95,3392.0,0.0
HD 106315 c,0.24,0.0,3373.0,3355.0,3393.0,0.0
HD 202772 A b,0.24,0.0,3374.0,3356.0,3394.0,0.0
HD 2685 b,0.24,0.0,3375.0,3357.0,3395.0,0.0
K2-232 b,0.2412,0.013376017182679717,3376.0,3357.0,3396.0,0.0
Kepler-350 d,0.30791999999999997,0.09793393544335309,3377.0,627.9,3617.05,0.0
KELT-17 b,0.24,0.0,3377.5,3359.0,3397.0,0.0
KELT-20 b,0.24,0.0,3378.5,3360.0,3398.0,0.0
KELT-3 b,0.24,0.0,3380.0,3361.0,3399.0,0.0
KELT-6 b,0.24089999999999998,0.011595642191602478,3381.0,3363.0,3401.0,0.0
KELT-4 A b,0.24,0.0,3381.0,3362.0,3400.0,0.0
KELT-7 b,0.24,0.0,3382.5,3364.0,3402.0,0.0
KELT-9 b,0.24,0.0,3383.5,3365.0,3403.0,0.0
Kepler-25 b,0.2415,0.014939758792750685,3384.0,3365.95,3404.0,0.0
TOI-1842 b,0.2919,0.07142543795016414,3385.0,1676.0,3410.05,0.0
Kepler-25 c,0.2418,0.016349146435773232,3385.0,3366.0,3405.0,0.0
TOI-1836 c,0.2854,0.06347359920148836,3386.0,2107.0,3411.0,0.0
MASCARA-1 b,0.24,0.0,3386.5,3368.0,3406.0,0.0
MASCARA-4 b,0.24,0.0,3387.5,3369.0,3407.0,0.0
TOI-1333 b,0.24,0.0,3388.5,3370.0,3408.0,0.0
TOI-1408 b,0.24,0.0,3389.5,3371.0,3409.0,0.0
TOI-1431 b,0.24,0.0,3390.5,3372.0,3410.0,0.0
TOI-1836 b,0.24059999999999998,0.009477322368610088,3392.0,3373.95,3412.0,0.0
TOI-201 b,0.24,0.0,3394.0,3376.95,3414.05,0.0
TOI-2145 b,0.24059999999999998,0.009477322368610088,3395.0,3377.95,3415.05,0.0
TOI-4603 b,0.24059999999999998,0.009477322368610087,3396.0,3378.95,3416.0,0.0
WASP-117 b,0.291,0.07112747877208177,3397.0,1706.95,3421.05,0.0
TOI-6038 A b,0.26039999999999996,0.05146978022639214,3397.0,1710.0,3418.0,0.0
TOI-628 b,0.26009999999999994,0.051149021934830584,3399.0,1710.9,3421.0,0.0
TOI-6130 b,0.24239999999999998,0.018840114113231894,3399.0,3380.0,3419.0,0.0
TOI-622 b,0.24,0.0,3400.0,3382.0,3420.0,0.0
TOI-778 b,0.24,0.0,3403.0,3384.0,3422.05,0.0
WASP-18 b,0.24,0.0,3405.0,3386.0,3425.0,0.0
TOI-2295 c,0.327055837892171,0.11688106992992088,3406.0,531.9,3434.05,0.0
WASP-3 b,0.24,0.0,3406.0,3387.0,3426.0,0.0
WASP-33 b,0.24,0.0,3407.0,3388.0,3427.0,0.0
WASP-62 b,0.24029999999999999,0.00670820393249937,3408.0,3389.0,3428.0,0.0
WASP-76 b,0.24,0.0,3409.0,3391.0,3429.0,0.0
XO-3 b,0.24,0.0,3410.0,3392.0,3430.0,0.0
HAT-P-13 c,0.2431240289500264,0.024651014173031453,3411.0,3391.0,3431.0,0.0
TIC 139270665 c,0.2689530986769115,0.08927897001066518,3413.0,620.6,3438.0,0.0
HD 86081 b,0.23999999999999996,0.0,3413.0,3395.0,3434.0,0.0
K2-360 c,0.23999999999999996,0.0,3414.0,3396.0,3435.0,0.0
TOI-1386 c,0.23999999999999996,0.0,3416.0,3398.0,3437.0,0.0
GJ 179 b,0.23249999999999998,0.0,3418.0,3400.0,3438.05,0.0
GJ 581 b,0.23249999999999998,0.0,3419.0,3401.0,3439.05,0.0
GJ 581 c,0.23249999999999998,0.0,3420.0,3402.0,3440.05,0.0
GJ 581 e,0.23249999999999998,0.0,3421.0,3403.0,3441.05,0.0
GJ 832 b,0.23249999999999998,0.0,3422.0,3404.0,3442.05,0.0
GJ 876 b,0.23621776992831098,0.02750587987545995,3423.0,3403.0,3443.05,0.0
TOI-1266 d,0.2638388144080162,0.06972446126658503,3424.0,1331.95,3446.0,0.0
TOI-700 c,0.26344,0.05541713198131118,3424.0,2156.95,3447.0,0.0
GJ 876 d,0.23264999999999997,0.003354101966249684,3424.0,3406.0,3444.05,0.0
HD 147873 b,0.1833,0.07280598480101541,3424.0,3397.0,4217.0,0.0
HD 147873 c,0.18419999999999997,0.07257336830804496,3424.5,3395.0,4218.0,0.0
GJ 876 e,0.23264999999999997,0.003354101966249684,3425.0,3407.0,3445.05,0.0
TOI-2015 c,0.23249999999999998,0.0,3427.0,3409.0,3447.05,0.0
7 CMa b,0.23249999999999996,0.0,3430.0,3411.0,3450.0,0.0
7 CMa c,0.23249999999999996,0.0,3431.0,3412.0,3451.0,0.0
BD-11 4672 b,0.23249999999999996,0.0,3432.0,3413.0,3452.0,0.0
Kepler-1345 b,0.23510000000000003,0.08924639958944766,3432.5,1766.0,4034.0,0.0
BD-11 4672 c,0.23249999999999996,0.0,3433.0,3414.0,3453.0,0.0
GJ 2126 b,0.23249999999999996,0.0,3435.0,3416.0,3455.0,0.0
BD-210397 b,0.22739999999999994,0.01889985208454381,3435.0,3415.95,3922.05,0.0
GJ 328 b,0.23234999999999997,0.0033541019662496822,3438.0,3419.0,3458.0,0.0
GJ 328 c,0.23219999999999996,0.00473866118430505,3439.0,3420.0,3459.0,0.0
GJ 338 B b,0.23249999999999996,0.0,3440.0,3421.0,3460.0,0.0
GJ 3942 b,0.23219999999999996,0.004738661184305043,3441.0,3422.0,3461.0,0.0
GJ 3998 d,0.2678422728164051,0.10901274539029063,3442.0,804.9,3969.0,0.0
GJ 685 b,0.22949999999999995,0.014711657477370218,3447.0,3427.0,3471.0,0.0
GJ 3138 b,0.20654999999999996,0.03571271897508207,3447.0,3420.95,3954.0,0.0
GJ 720 A b,0.23129999999999995,0.009420057056615944,3448.0,3428.0,3470.0,0.0
GJ 3138 c,0.20579999999999996,0.03594710542974991,3448.0,3421.0,3955.05,0.0
GJ 740 b,0.23249999999999996,0.0,3449.0,3430.0,3469.05,0.0
GJ 411 b,0.21584999999999996,0.03120055206078565,3449.0,3426.95,3970.0,0.0
GJ 3138 d,0.20534999999999998,0.036079508892498065,3449.0,3421.0,3957.0,0.0
GJ 9689 b,0.23084999999999997,0.011012267708340568,3451.0,3432.0,3474.0,0.0
GJ 724 b,0.22439999999999996,0.02330184438845577,3451.0,3430.0,3964.05,0.0
Gl 378 b,0.23234999999999997,0.0033541019662496883,3452.0,3433.0,3472.05,0.0
Gl 410 b,0.23249999999999996,0.0,3453.0,3434.0,3473.0,0.0
GJ 3998 c,0.20684999999999998,0.035614101539375026,3453.0,3426.95,3970.0,0.0
GJ 3998 b,0.20534999999999998,0.036079508892498086,3453.0,3426.95,3971.0,0.0
Gl 49 b,0.23129999999999995,0.009420057056615947,3454.0,3435.0,3477.0,0.0
GJ 649 b,0.20879999999999996,0.03490338798721368,3454.0,3428.95,3975.0,0.0
HD 101930 b,0.23249999999999996,0.0,3455.0,3436.0,3475.05,0.0
GJ 514 b,0.2063977437778637,0.038766308638717696,3455.0,3429.95,3974.0,0.0
HD 113538 b,0.23249999999999996,0.0,3456.0,3437.0,3476.05,0.0
HD 113538 c,0.23249999999999996,0.0,3457.0,3438.0,3477.05,0.0
HD 128356 b,0.24899255278036825,0.05481682798964104,3458.0,1349.75,3480.0,0.0
HD 114386 b,0.23249999999999996,0.0,3458.0,3439.0,3478.05,0.0
HD 114783 b,0.23437499999999997,0.008181120734529354,3459.0,3408.2000000000007,3479.0,0.0
HD 166724 b,0.23647499999999996,0.011555471988012081,3461.0,3127.0,3483.0,0.0
HD 156668 b,0.23249999999999996,0.0,3462.0,3442.0,3481.05,0.0
HD 162020 b,0.23249999999999996,0.0,3463.0,3443.0,3482.05,0.0
HD 167042 b,0.23249999999999996,0.0,3464.0,3445.0,3484.05,0.0
HD 176986 b,0.23257499999999995,0.0016770509831248394,3465.0,3446.0,3485.05,0.0
HD 176986 c,0.23257499999999995,0.0016770509831248444,3466.0,3446.95,3486.05,0.0
HD 192310 b,0.24194999999999997,0.016297352773221502,3467.0,3123.95,3491.0,0.0
HD 181433 b,0.23249999999999996,0.0,3467.0,3448.0,3487.05,0.0
HD 181433 c,0.23369999999999996,0.006606609916528935,3468.0,3446.0,3488.05,0.0
HD 181433 d,0.23362499999999997,0.00640342742330474,3469.0,3447.0,3489.05,0.0
HD 215497 b,0.240525,0.01539515822567563,3470.0,3128.0,3494.0,0.0
HD 190007 b,0.23249999999999996,0.0,3470.0,3451.0,3490.05,0.0
HD 192263 b,0.23249999999999996,0.0,3471.0,3452.0,3491.05,0.0
HD 215497 c,0.23812499999999998,0.013403588600622969,3473.0,3132.95,3496.0,0.0
HD 204941 b,0.23249999999999996,0.0,3473.0,3453.95,3493.05,0.0
HD 20868 b,0.23272499999999996,0.0028989105479006226,3474.0,3454.0,3494.05,0.0
HD 216520 b,0.23249999999999996,0.0,3477.0,3457.0,3497.0,0.0
HD 216520 c,0.23249999999999996,0.0,3478.0,3458.0,3498.0,0.0
HD 85390 b,0.247575,0.01840473699044286,3479.0,3157.0,3510.0,0.0
HD 219134 g,0.23249999999999996,0.0,3479.0,3459.0,3499.0,0.0
HD 219134 h,0.23249999999999996,0.0,3480.0,3460.0,3500.0,0.0
HD 22496 b,0.23249999999999996,0.0,3481.0,3461.0,3501.0,0.0
HD 238090 b,0.23249999999999996,0.0,3482.0,3462.0,3502.0,0.0
HD 29399 b,0.23249999999999996,0.0,3483.0,3463.95,3503.05,0.0
HD 330075 b,0.23249999999999996,0.0,3484.0,3465.0,3505.0,0.0
HD 40307 b,0.23249999999999996,0.0,3486.0,3466.95,3506.0,0.0
HD 40307 c,0.23249999999999996,0.0,3487.0,3467.95,3507.0,0.0
HD 40307 d,0.23249999999999996,0.0,3488.0,3468.95,3508.0,0.0
HD 40307 f,0.23249999999999996,0.0,3489.0,3469.95,3509.0,0.0
HD 7924 b,0.23249999999999996,0.0,3490.0,3471.0,3510.05,0.0
HD 99492 b,0.23249999999999996,0.0,3491.0,3472.0,3512.05,0.0
Kepler-758 b,0.21886000000000003,0.0713321593245839,3491.5,3010.9,4148.05,0.0
HIP 57274 b,0.23249999999999996,0.0,3493.0,3474.0,3514.05,0.0
HIP 57274 c,0.23249999999999996,0.0,3494.0,3475.0,3515.05,0.0
HIP 57274 d,0.23249999999999996,0.0,3495.0,3476.0,3516.05,0.0
HIP 12961 b,0.22319999999999995,0.02474337222243312,3495.0,3474.0,3980.0,0.0
HS Psc b,0.23249999999999996,0.0,3496.0,3477.0,3517.05,0.0
KOBE-1 b,0.23249999999999996,0.0,3497.0,3478.0,3518.05,0.0
KOBE-1 c,0.23249999999999996,0.0,3498.0,3479.0,3519.05,0.0
bet UMi b,0.23249999999999996,0.0,3500.0,3481.0,3521.0,0.0
eps Tau b,0.23249999999999996,0.0,3501.0,3482.0,3522.0,0.0
gam Lib b,0.23249999999999996,0.0,3502.0,3483.0,3523.0,0.0
gam Lib c,0.23249999999999996,0.0,3503.0,3484.0,3524.0,0.0
gam Psc b,0.23249999999999996,0.0,3504.0,3485.0,3525.0,0.0
Kepler-424 c,0.28350413092186405,0.10503660568221491,3505.0,634.8,3530.0,0.0
iot Dra c,0.24851234964522195,0.06188369955969534,3505.0,1333.15,3526.05,0.0
iot Dra b,0.23249999999999996,0.0,3505.0,3486.0,3526.0,0.0
mu Leo b,0.23249999999999996,0.0,3507.0,3488.0,3528.0,0.0
TYC 2187-512-1 b,0.21344999999999997,0.032680016323953495,3507.0,3482.95,3992.0,0.0
HATS-59 c,0.225,0.0,3509.0,3490.0,3530.0,0.0
HAT-P-44 c,0.219675,0.013102489284517741,3511.0,3489.0,3873.05,0.0
CoRoT-19 b,0.23849999999999996,0.04297025582622873,3512.0,1883.95,3534.05,0.0
TOI-1294 c,0.225,0.0,3512.0,3493.0,3533.0,0.0
CoRoT-5 b,0.23489999999999997,0.037279612914811175,3513.0,1897.85,3535.05,0.0
BD-14 3065 b,0.22499999999999998,0.0,3513.0,3494.0,3534.0,0.0
HAT-P-66 b,0.2973,0.07502644824241483,3514.0,1880.95,3549.0,0.0
HAT-P-31 b,0.26609999999999995,0.06696834714279633,3514.0,1871.0,3538.0,0.0
HAT-P-29 b,0.24749999999999997,0.053614354402491786,3516.0,1879.95,3538.0,0.0
EPIC 246851721 b,0.22499999999999998,0.0,3517.0,3497.0,3538.0,0.0
GPX-1 b,0.22499999999999998,0.0,3518.0,3498.0,3539.0,0.0
HAT-P-24 b,0.22499999999999998,0.0,3519.0,3499.0,3540.0,0.0
TIC 279401253 c,0.1881,0.06466647900584992,3519.0,3493.0,4231.0,0.0
HAT-P-40 b,0.25499999999999995,0.06006009015026299,3519.5,1880.95,3543.0,0.0
HAT-P-35 b,0.24209999999999998,0.04771943302866406,3519.5,1888.95,3541.0,0.0
HAT-P-33 b,0.22499999999999998,0.0,3521.5,3502.0,3542.05,0.0
HAT-P-39 b,0.22499999999999998,0.0,3523.0,3504.0,3544.0,0.0
HAT-P-46 b,0.2427,0.04843968213780126,3525.0,1898.95,3548.0,0.0
HAT-P-41 b,0.22499999999999998,0.0,3525.0,3506.0,3546.0,0.0
HAT-P-45 b,0.22499999999999998,0.0,3526.0,3507.0,3547.0,0.0
HAT-P-49 b,0.22499999999999998,0.0,3528.0,3509.0,3549.0,0.0
HAT-P-50 b,0.22499999999999998,0.0,3529.5,3510.0,3550.0,0.0
HAT-P-58 b,0.23249999999999998,0.03272448293811737,3530.0,3414.4500000000044,3550.05,0.0
HAT-P-57 b,0.2259,0.011595642191602482,3531.0,3510.95,3551.05,0.0
HAT-P-6 b,0.22499999999999998,0.0,3533.0,3513.0,3553.05,0.0
HAT-P-64 b,0.22499999999999998,0.0,3534.0,3514.0,3554.05,0.0
HAT-P-67 b,0.22499999999999998,0.0,3535.0,3515.0,3555.05,0.0
